index,path,category,dimensions,alpha_expected,generation_method,source_master_reference,validation_result,visual_qa_result,final_sha256,status
1,assets/ui_assets/brand/app_icon.png,brand,256x256,True,protected-logo-technical-variant,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(256, 256);alpha=True",PASS_BUILDER_SOURCE_REVIEW,3919f614bf810762411481a48c1f7e8f3ff24d6f94d2d3f2f57ae03fd5f4de84,PASS
12,assets/ui_assets/campaign/island_map/level_node_current.png,campaign/island_map,320x180,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(320, 180);alpha=True",PASS_BUILDER_SOURCE_REVIEW,bcd1aa55b80223a795f283d4bb2cb868af8d9a67c46b927ef9f1a8ffaf24c5b4,PASS
13,assets/ui_assets/campaign/island_map/level_node_finale.png,campaign/island_map,320x180,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(320, 180);alpha=True",PASS_BUILDER_SOURCE_REVIEW,8cb67d7221c5117e903bc56433da9e8fdace6cbb1b073eb73fda3f3048b9e129,PASS
14,assets/ui_assets/campaign/island_map/level_node_locked.png,campaign/island_map,320x180,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(320, 180);alpha=True",PASS_BUILDER_SOURCE_REVIEW,9c68f23ef539ca43c4295f3a1bb801c4a7f397e58715a0af18a7ee79c767b4f8,PASS
15,assets/ui_assets/campaign/island_map/level_node_milestone.png,campaign/island_map,320x180,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(320, 180);alpha=True",PASS_BUILDER_SOURCE_REVIEW,9af0b8bbfa836196ed40552c9e33a224f664dc036c645a73693b058398c601f5,PASS
16,assets/ui_assets/campaign/island_map/level_node_unlocked.png,campaign/island_map,320x180,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(320, 180);alpha=True",PASS_BUILDER_SOURCE_REVIEW,9af0b8bbfa836196ed40552c9e33a224f664dc036c645a73693b058398c601f5,PASS
17,assets/ui_assets/campaign/island_map/map_scroll_bottom_decor.png,campaign/island_map,320x180,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(320, 180);alpha=True",PASS_BUILDER_SOURCE_REVIEW,563e786b9ba9e293b4436c843eee17b8c8b49fa3baddb534d250626453884ffa,PASS
18,assets/ui_assets/campaign/island_map/map_scroll_top_decor.png,campaign/island_map,320x180,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(320, 180);alpha=True",PASS_BUILDER_SOURCE_REVIEW,563e786b9ba9e293b4436c843eee17b8c8b49fa3baddb534d250626453884ffa,PASS
19,assets/ui_assets/campaign/island_map/milestone_chest_marker.png,campaign/island_map,128x128,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(128, 128);alpha=True",PASS_BUILDER_SOURCE_REVIEW,fb7e4d3d5f6757e9f53c0c8f0e6e3b9167742f002a5c1522f3dff618051ca9ae,PASS
20,assets/ui_assets/campaign/island_map/next_milestone_panel.png,campaign/island_map,440x190,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(440, 190);alpha=True",PASS_BUILDER_SOURCE_REVIEW,ae3c70a0d5a3ff498ff8d540ec05537498f1dfb885a8e78d359ac7fe28f00885,PASS
21,assets/ui_assets/campaign/island_map/star_small_empty.png,campaign/island_map,128x128,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(128, 128);alpha=True",PASS_BUILDER_SOURCE_REVIEW,5680c67ad53f87a53441fa97d6fc2c50ebe1ec71d1cb391cd3b3aba29cae4ca7,PASS
22,assets/ui_assets/campaign/island_map/star_small_filled.png,campaign/island_map,128x128,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(128, 128);alpha=True",PASS_BUILDER_SOURCE_REVIEW,ced10a5e06c8b7de1ac62dfecbd71e4c5de57e804c8bb156b743a3730fbd5142,PASS
23,assets/ui_assets/campaign/island_map/stars_counter_panel.png,campaign/island_map,128x128,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(128, 128);alpha=True",PASS_BUILDER_SOURCE_REVIEW,5680c67ad53f87a53441fa97d6fc2c50ebe1ec71d1cb391cd3b3aba29cae4ca7,PASS
24,assets/ui_assets/campaign/islands/azure_bay/complete_badge.png,campaign/islands/azure_bay,128x128,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(128, 128);alpha=True",PASS_BUILDER_SOURCE_REVIEW,ced10a5e06c8b7de1ac62dfecbd71e4c5de57e804c8bb156b743a3730fbd5142,PASS
25,assets/ui_assets/campaign/islands/azure_bay/decor_back.png,campaign/islands/azure_bay,300x380,True,V04-island-master-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(300, 380);alpha=True",PASS_BUILDER_SOURCE_REVIEW,3f56ab0e344a39a8069eae332efafa88be59bc1cf921a4d46d710603eaa88348,PASS
26,assets/ui_assets/campaign/islands/azure_bay/decor_left.png,campaign/islands/azure_bay,300x380,True,V04-island-master-decor-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(300, 380);alpha=True",PASS_BUILDER_SOURCE_REVIEW,6976dd8e214c416b69a16d830322de28fd2dc681513f18d525b9941c0b9b0b8b,PASS
27,assets/ui_assets/campaign/islands/azure_bay/decor_right.png,campaign/islands/azure_bay,300x380,True,V04-island-master-decor-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(300, 380);alpha=True",PASS_BUILDER_SOURCE_REVIEW,29430c4f7d2e9e973020d3ffdc1b954d752d1500bddfe4640b1922eccf68ddab,PASS
28,assets/ui_assets/campaign/islands/azure_bay/gameplay_background.png,campaign/islands/azure_bay,720x1280,True,V04-island-master-resize,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,16ff2b65fab640aba31f8cd459110673573be47cb2fb8272bb50aae9af930193,PASS
29,assets/ui_assets/campaign/islands/azure_bay/gameplay_table.png,campaign/islands/azure_bay,720x1280,True,V04-island-master-table-mask-composite,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,e593e9b3b74e208663b83d7d098ff925c67245a3658ade90cddc9ecfc52157e4,PASS
30,assets/ui_assets/campaign/islands/azure_bay/gameplay_table_shadow.png,campaign/islands/azure_bay,720x1280,True,technical-table-mask-shadow,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,3120b77d3522615dd351dacf55ca1849f008746adda42877a4d6476373bf74a7,PASS
31,assets/ui_assets/campaign/islands/azure_bay/launch_zone.png,campaign/islands/azure_bay,720x1280,True,AI-UI-atlas-technical-composite,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,799ec680f552753c0c5986e0bd7fe1a088013fea1a9cb9013ec0b16e2380093d,PASS
32,assets/ui_assets/campaign/islands/azure_bay/map_background.png,campaign/islands/azure_bay,720x1280,True,V04-island-master-resize,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,16ff2b65fab640aba31f8cd459110673573be47cb2fb8272bb50aae9af930193,PASS
33,assets/ui_assets/campaign/islands/azure_bay/map_title.png,campaign/islands/azure_bay,500x120,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(500, 120);alpha=True",PASS_BUILDER_SOURCE_REVIEW,01960e9f7a11d934a999aa0037ec4831a3392fab60cc5aa8d2c7033a35ce083a,PASS
34,assets/ui_assets/campaign/islands/azure_bay/table_edge_overlay.png,campaign/islands/azure_bay,720x1280,True,technical-table-mask-edge-composite,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,879c13bcadb38f194a5dbe404bbd888ff4c786e7abc295f443ba2f3dc319078f,PASS
35,assets/ui_assets/campaign/islands/azure_bay/theme_badge.png,campaign/islands/azure_bay,128x128,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(128, 128);alpha=True",PASS_BUILDER_SOURCE_REVIEW,3d121736526e4cd0e814e3d5648368cb68cc2dffb69879c07d103479d2d0bbef,PASS
36,assets/ui_assets/campaign/islands/azure_bay/world_icon.png,campaign/islands/azure_bay,220x220,True,V04-island-master-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(220, 220);alpha=True",PASS_BUILDER_SOURCE_REVIEW,35679e86c71c18e2da027ebbc2353ae49ca62e4f4bd3bf9a8a0b534c08a0ffee,PASS
37,assets/ui_assets/campaign/islands/billionaire_island/complete_badge.png,campaign/islands/billionaire_island,128x128,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(128, 128);alpha=True",PASS_BUILDER_SOURCE_REVIEW,ced10a5e06c8b7de1ac62dfecbd71e4c5de57e804c8bb156b743a3730fbd5142,PASS
38,assets/ui_assets/campaign/islands/billionaire_island/decor_back.png,campaign/islands/billionaire_island,300x380,True,V04-island-master-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(300, 380);alpha=True",PASS_BUILDER_SOURCE_REVIEW,4e8bd7a46ce33df464bc4d0930ecb0c3af5a9a4c5f509356f4b5b41f995ab3a0,PASS
39,assets/ui_assets/campaign/islands/billionaire_island/decor_left.png,campaign/islands/billionaire_island,300x380,True,V04-island-master-decor-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(300, 380);alpha=True",PASS_BUILDER_SOURCE_REVIEW,921670e17dfaafc0e5829f09acdc7422b8ae6f73dd597b2d28ef203ba4225828,PASS
40,assets/ui_assets/campaign/islands/billionaire_island/decor_right.png,campaign/islands/billionaire_island,300x380,True,V04-island-master-decor-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(300, 380);alpha=True",PASS_BUILDER_SOURCE_REVIEW,ec18521639e77d263b24e226f0033e19d04ea15b50be8e583c29b17cc0882963,PASS
41,assets/ui_assets/campaign/islands/billionaire_island/gameplay_background.png,campaign/islands/billionaire_island,720x1280,True,V04-island-master-resize,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,a1a264cec8426678def2f3298abdd9575785873bc3e9e4846998993ea60f2c65,PASS
42,assets/ui_assets/campaign/islands/billionaire_island/gameplay_table.png,campaign/islands/billionaire_island,720x1280,True,V04-island-master-table-mask-composite,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,8b020efc9449bdd5bf85f965e1fe6b43bf859ca21923b0094096fa3138c70251,PASS
43,assets/ui_assets/campaign/islands/billionaire_island/gameplay_table_shadow.png,campaign/islands/billionaire_island,720x1280,True,technical-table-mask-shadow,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,3120b77d3522615dd351dacf55ca1849f008746adda42877a4d6476373bf74a7,PASS
44,assets/ui_assets/campaign/islands/billionaire_island/launch_zone.png,campaign/islands/billionaire_island,720x1280,True,AI-UI-atlas-technical-composite,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,799ec680f552753c0c5986e0bd7fe1a088013fea1a9cb9013ec0b16e2380093d,PASS
45,assets/ui_assets/campaign/islands/billionaire_island/map_background.png,campaign/islands/billionaire_island,720x1280,True,V04-island-master-resize,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,a1a264cec8426678def2f3298abdd9575785873bc3e9e4846998993ea60f2c65,PASS
46,assets/ui_assets/campaign/islands/billionaire_island/map_title.png,campaign/islands/billionaire_island,500x120,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(500, 120);alpha=True",PASS_BUILDER_SOURCE_REVIEW,01960e9f7a11d934a999aa0037ec4831a3392fab60cc5aa8d2c7033a35ce083a,PASS
47,assets/ui_assets/campaign/islands/billionaire_island/table_edge_overlay.png,campaign/islands/billionaire_island,720x1280,True,technical-table-mask-edge-composite,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,879c13bcadb38f194a5dbe404bbd888ff4c786e7abc295f443ba2f3dc319078f,PASS
48,assets/ui_assets/campaign/islands/billionaire_island/theme_badge.png,campaign/islands/billionaire_island,128x128,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(128, 128);alpha=True",PASS_BUILDER_SOURCE_REVIEW,3d121736526e4cd0e814e3d5648368cb68cc2dffb69879c07d103479d2d0bbef,PASS
49,assets/ui_assets/campaign/islands/billionaire_island/world_icon.png,campaign/islands/billionaire_island,220x220,True,V04-island-master-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(220, 220);alpha=True",PASS_BUILDER_SOURCE_REVIEW,0e812bf1d5b17d51c457e429bc09f47061fca0c4ee719e7fa96fa68f76f39479,PASS
50,assets/ui_assets/campaign/islands/coconut_beach/complete_badge.png,campaign/islands/coconut_beach,128x128,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(128, 128);alpha=True",PASS_BUILDER_SOURCE_REVIEW,ced10a5e06c8b7de1ac62dfecbd71e4c5de57e804c8bb156b743a3730fbd5142,PASS
51,assets/ui_assets/campaign/islands/coconut_beach/decor_back.png,campaign/islands/coconut_beach,300x380,True,V04-island-master-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(300, 380);alpha=True",PASS_BUILDER_SOURCE_REVIEW,d5e9cb875ab6c6f172bc617559c716f4f2cd5f34003733cf94e378134ccdd260,PASS
52,assets/ui_assets/campaign/islands/coconut_beach/decor_left.png,campaign/islands/coconut_beach,300x380,True,V04-island-master-decor-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(300, 380);alpha=True",PASS_BUILDER_SOURCE_REVIEW,74a8d592404b2434e26696e82e1d7651618796124c0da3cf0fc8366a725453b0,PASS
53,assets/ui_assets/campaign/islands/coconut_beach/decor_right.png,campaign/islands/coconut_beach,300x380,True,V04-island-master-decor-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(300, 380);alpha=True",PASS_BUILDER_SOURCE_REVIEW,2267fb6c18135a6b2c4b021349d04579b7bf892ef7ec12883d65c9c748fb9294,PASS
54,assets/ui_assets/campaign/islands/coconut_beach/gameplay_background.png,campaign/islands/coconut_beach,720x1280,True,V04-island-master-resize,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,51a98ebf98c1a3dee1306dfc0fc86ec65fb8556f983a665b31777c0363a60049,PASS
55,assets/ui_assets/campaign/islands/coconut_beach/gameplay_table.png,campaign/islands/coconut_beach,720x1280,True,V04-island-master-table-mask-composite,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,09da559b7b21b44f2a6bbc02b39dd8b054739f42c14374093933a390e9097687,PASS
56,assets/ui_assets/campaign/islands/coconut_beach/gameplay_table_shadow.png,campaign/islands/coconut_beach,720x1280,True,technical-table-mask-shadow,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,3120b77d3522615dd351dacf55ca1849f008746adda42877a4d6476373bf74a7,PASS
57,assets/ui_assets/campaign/islands/coconut_beach/launch_zone.png,campaign/islands/coconut_beach,720x1280,True,AI-UI-atlas-technical-composite,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,799ec680f552753c0c5986e0bd7fe1a088013fea1a9cb9013ec0b16e2380093d,PASS
58,assets/ui_assets/campaign/islands/coconut_beach/map_background.png,campaign/islands/coconut_beach,720x1280,True,V04-island-master-resize,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,51a98ebf98c1a3dee1306dfc0fc86ec65fb8556f983a665b31777c0363a60049,PASS
59,assets/ui_assets/campaign/islands/coconut_beach/map_title.png,campaign/islands/coconut_beach,500x120,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(500, 120);alpha=True",PASS_BUILDER_SOURCE_REVIEW,01960e9f7a11d934a999aa0037ec4831a3392fab60cc5aa8d2c7033a35ce083a,PASS
60,assets/ui_assets/campaign/islands/coconut_beach/table_edge_overlay.png,campaign/islands/coconut_beach,720x1280,True,technical-table-mask-edge-composite,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,879c13bcadb38f194a5dbe404bbd888ff4c786e7abc295f443ba2f3dc319078f,PASS
61,assets/ui_assets/campaign/islands/coconut_beach/theme_badge.png,campaign/islands/coconut_beach,128x128,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(128, 128);alpha=True",PASS_BUILDER_SOURCE_REVIEW,3d121736526e4cd0e814e3d5648368cb68cc2dffb69879c07d103479d2d0bbef,PASS
62,assets/ui_assets/campaign/islands/coconut_beach/world_icon.png,campaign/islands/coconut_beach,220x220,True,V04-island-master-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(220, 220);alpha=True",PASS_BUILDER_SOURCE_REVIEW,7f67ef220a3f18748d5e37ef5fec2e30acf169617524c491ec20e2ca0e1abf7e,PASS
63,assets/ui_assets/campaign/islands/final_island/complete_badge.png,campaign/islands/final_island,128x128,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(128, 128);alpha=True",PASS_BUILDER_SOURCE_REVIEW,ced10a5e06c8b7de1ac62dfecbd71e4c5de57e804c8bb156b743a3730fbd5142,PASS
64,assets/ui_assets/campaign/islands/final_island/decor_back.png,campaign/islands/final_island,300x380,True,V04-island-master-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(300, 380);alpha=True",PASS_BUILDER_SOURCE_REVIEW,5975cfc94f320ad86ffce9cc7e3096ae1512eea2a0cdd491d1a2fd37e0c06b64,PASS
65,assets/ui_assets/campaign/islands/final_island/decor_left.png,campaign/islands/final_island,300x380,True,V04-island-master-decor-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(300, 380);alpha=True",PASS_BUILDER_SOURCE_REVIEW,a2e89777297813c9d0ac7953b830f2900774da7ff30caf90f0a2cc74b4885797,PASS
66,assets/ui_assets/campaign/islands/final_island/decor_right.png,campaign/islands/final_island,300x380,True,V04-island-master-decor-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(300, 380);alpha=True",PASS_BUILDER_SOURCE_REVIEW,a710f806e75865ec23230bf88e03e24728d18b176f275fc78c3e1233cc90fb8e,PASS
67,assets/ui_assets/campaign/islands/final_island/gameplay_background.png,campaign/islands/final_island,720x1280,True,V04-island-master-resize,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,157af4f2e46334685e132a41a1a6c916be4f6661732b1389dc02e4e120d92dfa,PASS
68,assets/ui_assets/campaign/islands/final_island/gameplay_table.png,campaign/islands/final_island,720x1280,True,V04-island-master-table-mask-composite,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,edccb9a76e2d726987656e990669e0f30a36dba4c65893f394e6583fd70b5cec,PASS
69,assets/ui_assets/campaign/islands/final_island/gameplay_table_shadow.png,campaign/islands/final_island,720x1280,True,technical-table-mask-shadow,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,3120b77d3522615dd351dacf55ca1849f008746adda42877a4d6476373bf74a7,PASS
70,assets/ui_assets/campaign/islands/final_island/launch_zone.png,campaign/islands/final_island,720x1280,True,AI-UI-atlas-technical-composite,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,799ec680f552753c0c5986e0bd7fe1a088013fea1a9cb9013ec0b16e2380093d,PASS
71,assets/ui_assets/campaign/islands/final_island/map_background.png,campaign/islands/final_island,720x1280,True,V04-island-master-resize,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,157af4f2e46334685e132a41a1a6c916be4f6661732b1389dc02e4e120d92dfa,PASS
72,assets/ui_assets/campaign/islands/final_island/map_title.png,campaign/islands/final_island,500x120,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(500, 120);alpha=True",PASS_BUILDER_SOURCE_REVIEW,01960e9f7a11d934a999aa0037ec4831a3392fab60cc5aa8d2c7033a35ce083a,PASS
73,assets/ui_assets/campaign/islands/final_island/table_edge_overlay.png,campaign/islands/final_island,720x1280,True,technical-table-mask-edge-composite,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(720, 1280);alpha=True",PASS_BUILDER_SOURCE_REVIEW,879c13bcadb38f194a5dbe404bbd888ff4c786e7abc295f443ba2f3dc319078f,PASS
74,assets/ui_assets/campaign/islands/final_island/theme_badge.png,campaign/islands/final_island,128x128,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(128, 128);alpha=True",PASS_BUILDER_SOURCE_REVIEW,3d121736526e4cd0e814e3d5648368cb68cc2dffb69879c07d103479d2d0bbef,PASS
75,assets/ui_assets/campaign/islands/final_island/world_icon.png,campaign/islands/final_island,220x220,True,V04-island-master-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(220, 220);alpha=True",PASS_BUILDER_SOURCE_REVIEW,0c4e4a986d06284c98cf643a479aa45f2ee345b34c47a0f71f1636a77f8bfa1c,PASS
76,assets/ui_assets/campaign/islands/frozen_paradise/complete_badge.png,campaign/islands/frozen_paradise,128x128,True,AI-UI-atlas-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(128, 128);alpha=True",PASS_BUILDER_SOURCE_REVIEW,ced10a5e06c8b7de1ac62dfecbd71e4c5de57e804c8bb156b743a3730fbd5142,PASS
77,assets/ui_assets/campaign/islands/frozen_paradise/decor_back.png,campaign/islands/frozen_paradise,300x380,True,V04-island-master-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(300, 380);alpha=True",PASS_BUILDER_SOURCE_REVIEW,520aea005c46c1c3ea2af507de7696bbac565a5281a3e0d9ac4acc069fadb672,PASS
78,assets/ui_assets/campaign/islands/frozen_paradise/decor_left.png,campaign/islands/frozen_paradise,300x380,True,V04-island-master-decor-crop,V04 master / V05 AI source atlas / protected owner asset,"decode=PASS;size=(300, 380);alpha=True",PASS_BUILDER_SOURCE_REVIEW,60f1fceee1fa239d11a184903b21f59ee251aaf10f1296366d78ff588e019a31,PASS
